qid,sentid,question,sentence text,label
1198,21,Which enzyme is inhibited by Orteronel?,"A new CYP17 inhibitor, with more selective inhibition of 17,20-lyase over 17α-hydroxylase, orteronel (TAK-700), is currently undergoing phase III clinical trials in pre- and postchemotherapy CRPC.",0
1198,22,Which enzyme is inhibited by Orteronel?,"Effect of a novel 17,20-lyase inhibitor, orteronel (TAK-700), on androgen synthesis in male rats.",0
1198,23,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700), 6-[(7S)-7-hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl]-N-methyl-2-naphthamide, is a novel, non-steroidal, selective inhibitor of the 17,20-lyase activity of CYP17A--a key enzyme in the production of steroidal hormones--and is being developed as a therapy for PC.",0
1198,24,Which enzyme is inhibited by Orteronel?,"Orteronel inhibited 17,20-lyase activity in rats with an IC(50) of 1200 nM but did not inhibit 17α-hydroxylase or 11β-hydroxylase (CYP11B1) activity in rats at concentrations up to 10 μM.",0
1198,25,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700), a novel non-steroidal 17,20-lyase inhibitor: effects on steroid synthesis in human and monkey adrenal cells and serum steroid levels in cynomolgus monkeys.",0
1198,26,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700), a novel, selective, and potent inhibitor of 17,20-lyase is under development as a drug to inhibit androgen synthesis.",0
1198,27,Which enzyme is inhibited by Orteronel?,"In this study, we quantified the inhibitory activity and specificity of orteronel for testicular and adrenal androgen production by evaluating its effects on CYP17A1 enzymatic activity, steroid production in monkey adrenal cells and human adrenal tumor cells, and serum levels of dehydroepiandrosterone (DHEA), cortisol, and testosterone after oral dosing in castrated and intact male cynomolgus monkeys.",0
1198,28,Which enzyme is inhibited by Orteronel?," In summary, orteronel potently inhibited the 17,20-lyase activity of monkey and human CYP17A1 and reduced serum androgen levels in vivo in monkeys.",1
1198,29,Which enzyme is inhibited by Orteronel?,"Discovery of orteronel (TAK-700), a naphthylmethylimidazole derivative, as a highly selective 17,20-lyase inhibitor with potential utility in the treatment of prostate cancer.",0
1198,30,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700), 6-[(7S)-7-hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl]-N-methyl-2-naphthamide, is a novel, non-steroidal, selective inhibitor of the 17,20-lyase activity of CYP17A--a key enzyme in the production of steroidal hormones--and is being developed as a therapy for PC.",0
1198,31,Which enzyme is inhibited by Orteronel?,"The purpose of this study was to elucidate the inhibitory activity of orteronel, in particular its specificity for androgen synthesis enzymes, in male rats--an androgen-synthesis model that largely reflects this pathway in humans.",0
1198,32,Which enzyme is inhibited by Orteronel?,"In terms of human CYP17A1 and human adrenal tumor cells, orteronel inhibited 17,20-lyase activity 5.4 times more potently than 17-hydroxylase activity in cell-free enzyme assays and DHEA production 27 times more potently than cortisol production in human adrenal tumor cells, suggesting greater specificity of inhibition between 17,20-lyase and 17-hydroxylase activities in humans vs monkeys.",0
1198,33,Which enzyme is inhibited by Orteronel?,"In summary, orteronel potently inhibited the 17,20-lyase activity of monkey and human CYP17A1 and reduced serum androgen levels in vivo in monkeys.",1
1198,34,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700) is a novel and selective inhibitor of CYP17A1, which is expressed in testicular, adrenal and prostate tumor tissues",0
1198,35,Which enzyme is inhibited by Orteronel?,"Orteronel inhibits the 17,20 lyase activity of the enzyme CYP17A1, which is important for androgen synthesis in the testes, adrenal glands and prostate cancer cells",1
1198,36,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700), a novel, selective, and potent inhibitor of 17,20-lyase is under development as a drug to inhibit androgen synthesis",0
1198,37,Which enzyme is inhibited by Orteronel?,"In summary, orteronel potently inhibited the 17,20-lyase activity of monkey and human CYP17A1 and reduced serum androgen levels in vivo in monkeys",1
1198,38,Which enzyme is inhibited by Orteronel?,"Orteronel inhibited 17,20-lyase activity in rats with an IC(50) of 1200 nM but did not inhibit 17α-hydroxylase or 11β-hydroxylase (CYP11B1) activity in rats at concentrations up to 10 μM",0
1198,39,Which enzyme is inhibited by Orteronel?,"In terms of human CYP17A1 and human adrenal tumor cells, orteronel inhibited 17,20-lyase activity 5.4 times more potently than 17-hydroxylase activity in cell-free enzyme assays and DHEA production 27 times more potently than cortisol production in human adrenal tumor cells, suggesting greater specificity of inhibition between 17,20-lyase and 17-hydroxylase activities in humans vs monkeys",0
1198,40,Which enzyme is inhibited by Orteronel?,"In summary, orteronel can suppress serum estradiol concentrations in hypophysectomized female rats and monkeys through selective inhibition of CYP17A1 activity, suggesting that orteronel might be effective for hormone-dependent breast cancers and estrogen-dependent diseases",0
1198,41,Which enzyme is inhibited by Orteronel?,"Hence, some molecules target the androgen biosynthesis, as abiraterone acetate and orteronel, which are selective inhibitors of the enzyme CYP17",0
1198,42,Which enzyme is inhibited by Orteronel?,"Orteronel (TAK-700) is an investigational, oral, nonsteroidal, selective, reversible inhibitor of 17,20-lyase, a key enzyme in the production of androgenic hormones.",0
3592,0,Which receptor is inhibited by Teprotumumab?,"A recently completed therapeutic trial of teprotumumab, a human IGF1R inhibiting antibody, in patients with moderate to severe, active TAO, indicates the potential effectiveness and safety of the drug.",0
3592,1,Which receptor is inhibited by Teprotumumab?,"Results from a very recently published clinical trial assessing the safety and efficacy of teprotumumab, an inhibitory human anti-IGF-IR monoclonal antibody, in active, moderate to severe TAO are extremely encouraging.",0
3592,2,Which receptor is inhibited by Teprotumumab?,The induction in fibrocytes is a consequence of increased TNF-α gene promoter activity and is independent of ongoing protein synthesis.,0
3592,3,Which receptor is inhibited by Teprotumumab?,"It could be attenuated by dexamethasone and the IGF-1 receptor inhibiting antibody, teprotumumab.",0
3592,4,Which receptor is inhibited by Teprotumumab?,"These observations served as the rationale for implementing a recently completed therapeutic trial of teprotumumab, a monoclonal inhibitory antibody targeting IGF-IR in TAO.",1
3592,5,Which receptor is inhibited by Teprotumumab?,Results of randomised controlled trials investigating the efficacy of the IGF-1 receptor antibody teprotumumab and the interleukin-6 receptor antibody tocilizumab are expected shortly.,0
3592,6,Which receptor is inhibited by Teprotumumab?,"Update of IGF-1 receptor inhibitor (ganitumab, dalotuzumab, cixutumumab, teprotumumab and figitumumab) effects on cancer therapy.",0
3592,7,Which receptor is inhibited by Teprotumumab?,"METHODS: We conducted a multicenter, double-masked, randomized, placebo-controlled trial to determine the efficacy and safety of teprotumumab, a human monoclonal antibody inhibitor of IGF-IR, in patients with active, moderate-to-severe ophthalmopathy.",0
3592,8,Which receptor is inhibited by Teprotumumab?,"TSH-Mediated TNFα Production in Human Fibrocytes Is Inhibited by Teprotumumab, an IGF-1R Antagonist.",0
3592,9,Which receptor is inhibited by Teprotumumab?,Teprotumumab (TMB) is a human monoclonal IGF-1R blocking antibody currently in clinical trial for GO and inhibits TSHR-mediated actions in FCs.,1
3592,10,Which receptor is inhibited by Teprotumumab?,CONCLUSIONS Teprotumumab attenuates the actions of both IGF-1 and TSH in fibrocytes.,0
3592,11,Which receptor is inhibited by Teprotumumab?,"Teprotumumab, an IGF-1R blocking monoclonal antibody inhibits TSH and IGF-1 action in fibrocytes.",1
3592,12,Which receptor is inhibited by Teprotumumab?,DESIGN Fibrocytes were treated without or with teprotumumab in combination with IGF-1 or TSH.,0
3592,13,Which receptor is inhibited by Teprotumumab?,"Teprotumumab, an insulin-like growth factor-1 receptor antagonist antibody, in the treatment of active thyroid eye disease: a focus on proptosis.",0
3592,14,Which receptor is inhibited by Teprotumumab?,"TSH-Mediated TNFα Production in Human Fibrocytes Is Inhibited by Teprotumumab , an IGF-1R Antagonist",0
